,h3id_9,no_med,no2_med,bc_med,city,polygon,__index_level_0__
152,8928309814bffff,8.300883231,10.648750445000001,0.48021826985,2,"POLYGON((37.73704515075457 -122.17955201043674, 37.73872731235198 -122.17847556199685, 37.74023614792254 -122.17973319547109, 37.74006279855472 -122.18206727711288, 37.73838063647223 -122.18314365671506, 37.736871824242364 -122.18188602351579))",15
153,8928309814fffff,2.500000119,6.2280912545,0.36943672674999994,2,"POLYGON((37.73838063647223 -122.18314365671506, 37.74006279855472 -122.18206727711288, 37.74157155765738 -122.1833249500457, 37.74139813133722 -122.18565900229683, 37.739715968775215 -122.18673531305245, 37.73820723301259 -122.18547764040615))",16
154,89283098153ffff,4.755639028000001,8.3267498015,0.44195581414999996,2,"POLYGON((37.731998543942964 -122.18278110277218, 37.73368076654567 -122.18170478082268, 37.73518963189523 -122.18296237429088, 37.735016251297594 -122.18529628942588, 37.73333402821426 -122.186372542538, 37.73182518620887 -122.18511494935512))",17
155,89283098157ffff,4.00000019,9.015281931,0.35772609710000003,2,"POLYGON((37.73333402821426 -122.186372542538, 37.735016251297594 -122.18529628942588, 37.73652504018538 -122.18655392233924, 37.736351582645995 -122.18888780807048, 37.73466935908758 -122.1899639923363, 37.73316059354333 -122.18870635971983))",18
156,8928309815bffff,3.4666668310000004,7.309297765,0.3077110178,2,"POLYGON((37.73385407020079 -122.17937083630243, 37.73553626206226 -122.17829441669423, 37.73704515075457 -122.17955201043674, 37.736871824242364 -122.18188602351579, 37.73518963189523 -122.18296237429088, 37.73368076654567 -122.18170478082268))",19
157,89283098163ffff,9.1463835535,11.71574998,0.42140633810000006,2,"POLYGON((37.7410511476594 -122.19032697942077, 37.74273331069536 -122.18925073752055, 37.7442419168477 -122.19050848934157, 37.74406833662507 -122.19284248275584, 37.74238617312074 -122.1939186557918, 37.74087759030713 -122.19266090428039))",20
158,89283098167ffff,15.45374914,17.101379555,0.63383924505,2,"POLYGON((37.74238617312074 -122.1939186557918, 37.74406833662507 -122.19284248275584, 37.745576866294996 -122.19410027400644, 37.745403209122244 -122.1964342379745, 37.743721045155134 -122.19751034213736, 37.742212538823274 -122.1962525512079))",21
159,8928309816bffff,7.000000216,11.44431423,0.4637487666,2,"POLYGON((37.74290681396713 -122.18691671467857, 37.744588946254865 -122.18584037509898, 37.74609757574451 -122.18709812721866, 37.74592404960882 -122.18943221862195, 37.7442419168477 -122.19050848934157, 37.74273331069536 -122.18925073752055))",22
160,8928309816fffff,9.1982154735,11.77402055,0.55990095315,2,"POLYGON((37.7442419168477 -122.19050848934157, 37.74592404960882 -122.18943221862195, 37.7474326026154 -122.19069001018276, 37.74725899952392 -122.19302407215567, 37.745576866294996 -122.19410027400644, 37.74406833662507 -122.19284248275584))",23
161,89283098173ffff,7.363636512,11.4118271,0.5118127029,2,"POLYGON((37.73786029506717 -122.19014548041935, 37.73954248836888 -122.18906926733706, 37.7410511476594 -122.19032697942077, 37.74087759030713 -122.19266090428039, 37.73919539653649 -122.19373704850297, 37.737686760586755 -122.19247933672828))",24
162,89283098177ffff,31.33219192,23.62350082,1.106134763,2,"POLYGON((37.73919539653649 -122.19373704850297, 37.74087759030713 -122.19266090428039, 37.74238617312074 -122.1939186557918, 37.742212538823274 -122.1962525512079, 37.74053034458928 -122.19732862656197, 37.73902178511581 -122.19607087537113))",25
163,8928309817bffff,4.5394735825,8.6582481595,0.465647347,2,"POLYGON((37.739715968775215 -122.18673531305245, 37.74139813133722 -122.18565900229683, 37.74290681396713 -122.18691671467857, 37.74273331069536 -122.18925073752055, 37.7410511476594 -122.19032697942077, 37.73954248836888 -122.18906926733706))",26
164,89283098183ffff,8.064777643500001,7.910187732,0.3989291952,2,"POLYGON((37.72457559110084 -122.19642021263526, 37.72625793653333 -122.19534428130261, 37.72776670849766 -122.19660187356385, 37.72759311167935 -122.19893539683139, 37.72591076578625 -122.20001125930963, 37.72440201717176 -122.19875366737743))",27
165,89283098187ffff,8.773923322,8.571375045,0.4602744586,2,"POLYGON((37.72591076578625 -122.20001125930963, 37.72759311167935 -122.19893539683139, 37.72910180718452 -122.20019302849168, 37.728928133447084 -122.20252652229219, 37.72724578709894 -122.20360231590712, 37.72573711494297 -122.20234468458749))",28
166,8928309818bffff,11.94305321,11.69608853,0.5475919858,2,"POLYGON((37.726431456431804 -122.19301072858653, 37.72811377117712 -122.19193469960237, 37.72962256648989 -122.19319229218179, 37.729449023708604 -122.19552591342988, 37.72776670849766 -122.19660187356385, 37.72625793653333 -122.19534428130261))",29
167,8928309818fffff,7.0555558325,10.401625275,0.37434878225,2,"POLYGON((37.72776670849766 -122.19660187356385, 37.729449023708604 -122.19552591342988, 37.73095774256154 -122.19678354541985, 37.7307841228555 -122.19911713721673, 37.72910180718452 -122.20019302849168, 37.72759311167935 -122.19893539683139))",30
168,89283098193ffff,7.018125448999999,8.43618745,0.3896477183,2,"POLYGON((37.7213843903877 -122.19623856263308, 37.723066766032694 -122.19516266010018, 37.72457559110084 -122.19642021263526, 37.72440201717176 -122.19875366737743, 37.72271964106561 -122.19982950106044, 37.721210839349396 -122.19857194885381))",31
169,89283098197ffff,4.7947455439999995,6.61664879,0.1853747332,2,"POLYGON((37.72271964106561 -122.19982950106044, 37.72440201717176 -122.19875366737743, 37.72591076578625 -122.20001125930963, 37.72573711494297 -122.20234468458749, 37.72405473838121 -122.20342044941178, 37.72254601311801 -122.20216285781959))",32
170,8928309819bffff,10.20000009,12.6082499,0.4871236086,2,"POLYGON((37.72324026304682 -122.19282917591225, 37.724922608013145 -122.19175317573394, 37.726431456431804 -122.19301072858653, 37.72625793653333 -122.19534428130261, 37.72457559110084 -122.19642021263526, 37.723066766032694 -122.19516266010018))",33
171,892830981bbffff,10.06451622,12.830713900000001,0.590440764,2,"POLYGON((37.72910180718452 -122.20019302849168, 37.7307841228555 -122.19911713721673, 37.7322927652438 -122.20037480860758, 37.732119068613706 -122.20270837093474, 37.73043675248827 -122.2037841933418, 37.728928133447084 -122.20252652229219))",34
172,892830981c3ffff,13.166666485,14.469249965,0.7640972145,2,"POLYGON((37.72695175419462 -122.1860098156674, 37.72863403776304 -122.18493362019284, 37.73014293287846 -122.18619117364769, 37.72996952107748 -122.18852492228412, 37.728287237032866 -122.18960104892156, 37.72677836526512 -122.18834349576237))",35
173,892830981c7ffff,11.74193585,10.37682956,0.4602916433,2,"POLYGON((37.728287237032866 -122.18960104892156, 37.72996952107748 -122.18852492228412, 37.73147833973727 -122.18978251517073, 37.73130485100513 -122.19211623439024, 37.72962256648989 -122.19319229218179, 37.72811377117712 -122.19193469960237))",36
174,892830981cbffff,4.00000019,9.357422511000001,0.3512630182,2,"POLYGON((37.72880737263209 -122.18259984215801, 37.730489625481304 -122.18152354903262, 37.731998543942964 -122.18278110277218, 37.73182518620887 -122.18511494935512, 37.73014293287846 -122.18619117364769, 37.72863403776304 -122.18493362019284))",37
175,892830981cfffff,21.58186869,18.431332585,0.7114322297,2,"POLYGON((37.73014293287846 -122.18619117364769, 37.73182518620887 -122.18511494935512, 37.73333402821426 -122.186372542538, 37.73316059354333 -122.18870635971983, 37.73147833973727 -122.18978251517073, 37.72996952107748 -122.18852492228412))",38
176,892830981d3ffff,3.555555724,9.174841337,0.3267043428,2,"POLYGON((37.72376049217936 -122.18582846859609, 37.72544280597672 -122.18475230193803, 37.72695175419462 -122.1860098156674, 37.72677836526512 -122.18834349576237, 37.725096050990985 -122.18941959358791, 37.723587126122844 -122.18816208015363))",39
177,892830981d7ffff,10.20000009,11.19449973,0.4701535202,2,"POLYGON((37.725096050990985 -122.18941959358791, 37.72677836526512 -122.18834349576237, 37.728287237032866 -122.18960104892156, 37.72811377117712 -122.19193469960237, 37.726431456431804 -122.19301072858653, 37.724922608013145 -122.19175317573394))",40
178,892830981dbffff,81.90032011,41.61332296,1.957823459,2,"POLYGON((37.725616117979214 -122.18241859244739, 37.727298401065866 -122.18134232814457, 37.72880737263209 -122.18259984215801, 37.72863403776304 -122.18493362019284, 37.72695175419462 -122.1860098156674, 37.72544280597672 -122.18475230193803))",41
179,89283098223ffff,2.320320431,6.236475037999999,0.22994419929999999,2,"POLYGON((37.7423129321495 -122.15172090739595, 37.74399493823179 -122.15064376420929, 37.74550411986882 -122.15190128028696, 37.74533127208775 -122.1542359393684, 37.74364926547861 -122.15531301376538, 37.74214010717709 -122.15405549787323))",42
180,89283098227ffff,2.422084738,7.372702843,0.25007421550000003,2,"POLYGON((37.74364926547861 -122.15531301376538, 37.74533127208775 -122.1542359393684, 37.746840377268164 -122.15549349499145, 37.74666745250427 -122.157828124817, 37.74498544537386 -122.1589051304154, 37.74347636352831 -122.15764757498941))",43
181,8928309822bffff,4.126705683500001,7.1081328605000005,0.3954051263,2,"POLYGON((37.74416770902932 -122.14830907589041, 37.74584968426581 -122.14723183504101, 37.74735888923691 -122.14848935129328, 37.747186095637154 -122.15082410822299, 37.74550411986882 -122.15190128028696, 37.74399493823179 -122.15064376420929))",44
182,8928309822fffff,0.5925926207,5.666558066,0.2782350257,2,"POLYGON((37.74550411986882 -122.15190128028696, 37.747186095637154 -122.15082410822299, 37.74869522415101 -122.15208166403217, 37.748522353562784 -122.15441639172182, 37.746840377268164 -122.15549349499145, 37.74533127208775 -122.1542359393684))",45
183,89283098237ffff,4.591747208,7.809666673,0.24604580210000002,2,"POLYGON((37.740458070262484 -122.15513254339899, 37.74214010717709 -122.15405549787323, 37.74364926547861 -122.15531301376538, 37.74347636352831 -122.15764757498941, 37.74179432609188 -122.15872455172115, 37.740285191127285 -122.1574670360255))",46
184,89283098303ffff,2.696969772,6.747749858500001,0.18959305365,2,"POLYGON((37.745802172998175 -122.1695006380939, 37.747484211966686 -122.1684238677974, 37.74899306441525 -122.16968154176678, 37.748819854560665 -122.17201598579256, 37.74713781509261 -122.1730926872596, 37.745628985978385 -122.17183501353296))",47
185,89283098307ffff,4.800000042,8.371635325,0.287246355,2,"POLYGON((37.74713781509261 -122.1730926872596, 37.748819854560665 -122.17201598579256, 37.7503286305339 -122.17327369925705, 37.75015534370505 -122.17560811393697, 37.74847330374302 -122.1766847465657, 37.74696455110348 -122.17542703335548))",48
186,8928309830bffff,2.000000095,6.393884658999999,0.11317285980000001,2,"POLYGON((37.7476573448463 -122.16608939444426, 37.74933935300255 -122.16501252646967, 37.75084822878404 -122.16627020067075, 37.75067507307606 -122.16860474261735, 37.74899306441525 -122.16968154176678, 37.747484211966686 -122.1684238677974))",49
187,8928309830fffff,2.727272751,7.1824106175,0.17654953429999998,2,"POLYGON((37.74899306441525 -122.16968154176678, 37.75067507307606 -122.16860474261735, 37.75218387238157 -122.16986245632515, 37.7520106396937 -122.17219696894168, 37.7503286305339 -122.17327369925705, 37.748819854560665 -122.17201598579256))",50
188,89283098313ffff,8.944444151,9.689298952,0.3705434041,2,"POLYGON((37.74261119814694 -122.1693197453056, 37.74429326741411 -122.16824300386052, 37.745802172998175 -122.1695006380939, 37.745628985978385 -122.17183501353296, 37.74394691621111 -122.17291168615317, 37.742438033963445 -122.17165405216187))",51
189,89283098317ffff,4.423835094999999,7.862060061000001,0.36068258035,2,"POLYGON((37.74394691621111 -122.17291168615317, 37.745628985978385 -122.17183501353296, 37.74713781509261 -122.1730926872596, 37.74696455110348 -122.17542703335548, 37.745282480841674 -122.17650363714193, 37.743773675063224 -122.17524596366894))",52
190,8928309831bffff,3.4577922709999998,7.0603105215,0.23420787755,2,"POLYGON((37.74446637746386 -122.1659085990968, 37.74614841592724 -122.1648317599797, 37.7476573448463 -122.16608939444426, 37.747484211966686 -122.1684238677974, 37.745802172998175 -122.1695006380939, 37.74429326741411 -122.16824300386052))",53
191,89283098323ffff,5.4040073865,8.4449999135,0.29329692905,2,"POLYGON((37.75166404319811 -122.17686586688691, 37.75334605285134 -122.17578920541446, 37.75485469919035 -122.17704699810662, 37.75468131254488 -122.17938145200749, 37.752999302403815 -122.18045804462821, 37.75149067939577 -122.17920025220245))",54
192,89283098327ffff,2.736842235,6.90899992,0.2575635882,2,"POLYGON((37.752999302403815 -122.18045804462821, 37.75468131254488 -122.17938145200749, 37.756189882393414 -122.1806392841773, 37.75601641877025 -122.18297370869254, 37.754334408146896 -122.18405023245266, 37.75282586162871 -122.18279240056077))",55
193,8928309832bffff,2.666666793,7.230930206,0.2018618396,2,"POLYGON((37.753519362518375 -122.17345472214649, 37.75520134136083 -122.1723779629813, 37.75671001102942 -122.17363575592891, 37.75653667852569 -122.17597030778889, 37.75485469919035 -122.17704699810662, 37.75334605285134 -122.17578920541446))",56
194,8928309832fffff,5.628682356,9.9501358065,0.27854875465,2,"POLYGON((37.75485469919035 -122.17704699810662, 37.75653667852569 -122.17597030778889, 37.75804527170311 -122.17722814022575, 37.75787186221602 -122.17956266271592, 37.756189882393414 -122.1806392841773, 37.75468131254488 -122.17938145200749))",57
195,89283098333ffff,2.728049508,4.6080937875,0.21600867375,2,"POLYGON((37.74847330374302 -122.1766847465657, 37.75015534370505 -122.17560811393697, 37.75166404319811 -122.17686586688691, 37.75149067939577 -122.17920025220245, 37.74980863894532 -122.180276815984, 37.74829996278531 -122.17901906329985))",58
196,89283098337ffff,3.428571458,6.360789075,0.3287790719,2,"POLYGON((37.74980863894532 -122.180276815984, 37.75149067939577 -122.17920025220245, 37.752999302403815 -122.18045804462821, 37.75282586162871 -122.18279240056077, 37.75114382069539 -122.18386889548633, 37.749635221019766 -122.1826111033379))",59
197,8928309833bffff,4.235880435,8.910372035,0.21979724109999998,2,"POLYGON((37.7503286305339 -122.17327369925705, 37.7520106396937 -122.17219696894168, 37.753519362518375 -122.17345472214649, 37.75334605285134 -122.17578920541446, 37.75166404319811 -122.17686586688691, 37.75015534370505 -122.17560811393697))",60
198,89283098343ffff,6.26865691,8.738417042,0.27183495879999997,2,"POLYGON((37.74817648122321 -122.15908571997574, 37.749858458038545 -122.15800868550924, 37.751367433623344 -122.1592663204032, 37.75119440906035 -122.16160098955707, 37.74951243172988 -122.16267795521158, 37.748003479477255 -122.16142032052682))",61
199,89283098347ffff,4.1363637639999995,8.542314167,0.2165974098,2,"POLYGON((37.74951243172988 -122.16267795521158, 37.75119440906035 -122.16160098955707, 37.752703308173345 -122.162858663979, 37.75253020662407 -122.16519330383721, 37.75084822878404 -122.16627020067075, 37.74933935300255 -122.16501252646967))",62
200,8928309834bffff,2.843283607,7.9381087355,0.27028170845,2,"POLYGON((37.75003140561452 -122.15567398707819, 37.75171335158554 -122.15459685493431, 37.75322235050104 -122.15585449002658, 37.75304938011452 -122.15818925706708, 37.751367433623344 -122.1592663204032, 37.749858458038545 -122.15800868550924))",63
201,8928309834fffff,2.909091047,6.0251976225,0.355377449,2,"POLYGON((37.751367433623344 -122.1592663204032, 37.75304938011452 -122.15818925706708, 37.7545583025576 -122.1594469316988, 37.754385255179116 -122.16178166945946, 37.752703308173345 -122.162858663979, 37.75119440906035 -122.16160098955707))",64
202,89283098353ffff,2.797829117,7.159918356,0.2344928427,2,"POLYGON((37.74498544537386 -122.1589051304154, 37.74666745250427 -122.157828124817, 37.74817648122321 -122.15908571997574, 37.748003479477255 -122.16142032052682, 37.74632147183112 -122.16249725731772, 37.7448124664464 -122.16123966236763))",65
203,89283098357ffff,3.3793104489999997,7.732515581,0.25396534940000004,2,"POLYGON((37.74632147183112 -122.16249725731772, 37.748003479477255 -122.16142032052682, 37.74951243172988 -122.16267795521158, 37.74933935300255 -122.16501252646967, 37.7476573448463 -122.16608939444426, 37.74614841592724 -122.1648317599797))",66
204,8928309835bffff,1.714285796,6.329783982,0.22389908239999998,2,"POLYGON((37.746840377268164 -122.15549349499145, 37.748522353562784 -122.15441639172182, 37.75003140561452 -122.15567398707819, 37.749858458038545 -122.15800868550924, 37.74817648122321 -122.15908571997574, 37.74666745250427 -122.157828124817))",67
205,89283098363ffff,3.1296102645,8.3382449355,0.25471862484999996,2,"POLYGON((37.75403902926044 -122.1664510177773, 37.755720976775194 -122.16537409208328, 37.75722974625889 -122.16663184576493, 37.75705654489871 -122.16896652491035, 37.75537459688049 -122.17004338177004, 37.753865850725596 -122.16878562832132))",68
206,89283098367ffff,1.5000000130000002,7.70301191,0.2086797709,2,"POLYGON((37.75537459688049 -122.17004338177004, 37.75705654489871 -122.16896652491035, 37.758565237895425 -122.17022431810244, 37.75839195954549 -122.17255896791238, 37.75671001102942 -122.17363575592891, 37.75520134136083 -122.1723779629813))",69
207,8928309836bffff,1.9282003749999999,5.889932239,0.34788263340000003,2,"POLYGON((37.7558941011449 -122.16303938362097, 37.757576017816895 -122.1619623602349, 37.75908481062795 -122.16322011413853, 37.75891166343932 -122.16555489120888, 37.75722974625889 -122.16663184576493, 37.755720976775194 -122.16537409208328))",70
208,8928309836fffff,2.909091047,8.012799835,0.303293502,2,"POLYGON((37.75722974625889 -122.16663184576493, 37.75891166343932 -122.16555489120888, 37.760420379762756 -122.16681268463454, 37.76024715557874 -122.16914743238532, 37.758565237895425 -122.17022431810244, 37.75705654489871 -122.16896652491035))",71
209,89283098373ffff,2.82792213,8.217264199999999,0.20981814040000002,2,"POLYGON((37.75084822878404 -122.16627020067075, 37.75253020662407 -122.16519330383721, 37.75403902926044 -122.1664510177773, 37.753865850725596 -122.16878562832132, 37.75218387238157 -122.16986245632515, 37.75067507307606 -122.16860474261735))",72
210,89283098377ffff,1.615384692,7.511305533,0.178303729,2,"POLYGON((37.75218387238157 -122.16986245632515, 37.753865850725596 -122.16878562832132, 37.75537459688049 -122.17004338177004, 37.75520134136083 -122.1723779629813, 37.753519362518375 -122.17345472214649, 37.7520106396937 -122.17219696894168))",73
211,8928309837bffff,3.923076975,6.387972767000001,0.21901230649999998,2,"POLYGON((37.752703308173345 -122.162858663979, 37.754385255179116 -122.16178166945946, 37.7558941011449 -122.16303938362097, 37.755720976775194 -122.16537409208328, 37.75403902926044 -122.1664510177773, 37.75253020662407 -122.16519330383721))",74
212,89283098383ffff,4.614637134500001,6.5523539775,0.4059106925,2,"POLYGON((37.73756486819399 -122.17254971660942, 37.73924699853248 -122.17147310167836, 37.740755933906016 -122.17273069593678, 37.74058271560089 -122.17506490487644, 37.73890058476672 -122.17614145098294, 37.73739167273307 -122.17488385697698))",75
213,89283098387ffff,6.719999711,10.39126037,0.42543780439999995,2,"POLYGON((37.73890058476672 -122.17614145098294, 37.74058271560089 -122.17506490487644, 37.7420915745107 -122.17632253861467, 37.74191827924679 -122.17865671819804, 37.74023614792254 -122.17973319547109, 37.73872731235198 -122.17847556199685))",76
214,8928309838bffff,2.68421055,5.870050445,0.3327094355,2,"POLYGON((37.73942013987817 -122.16913886340089, 37.74110223943491 -122.16806215080567, 37.74261119814694 -122.1693197453056, 37.742438033963445 -122.17165405216187, 37.740755933906016 -122.17273069593678, 37.73924699853248 -122.17147310167836))",77
215,8928309838fffff,4.00000019,7.101010208,0.36400045670000003,2,"POLYGON((37.740755933906016 -122.17273069593678, 37.742438033963445 -122.17165405216187, 37.74394691621111 -122.17291168615317, 37.743773675063224 -122.17524596366894, 37.7420915745107 -122.17632253861467, 37.74058271560089 -122.17506490487644))",78
216,89283098393ffff,6.701052834,9.63497767,0.39486820045000004,2,"POLYGON((37.73437371909159 -122.17236874817016, 37.73605587970212 -122.1712921620814, 37.73756486819399 -122.17254971660942, 37.73739167273307 -122.17488385697698, 37.73570951162633 -122.17596037424573, 37.73420054647643 -122.17470281996955))",79
217,89283098397ffff,4.00000019,6.982595738,0.3945783401,2,"POLYGON((37.73570951162633 -122.17596037424573, 37.73739167273307 -122.17488385697698, 37.73890058476672 -122.17614145098294, 37.73872731235198 -122.17847556199685, 37.73704515075457 -122.17955201043674, 37.73553626206226 -122.17829441669423))",80
218,8928309839bffff,4.0663508625,6.1603355995,0.3936422543,2,"POLYGON((37.736228998208496 -122.16895799237875, 37.73791112804573 -122.16788130863195, 37.73942013987817 -122.16913886340089, 37.73924699853248 -122.17147310167836, 37.73756486819399 -122.17254971660942, 37.73605587970212 -122.1712921620814))",81
219,892830983a3ffff,4.00000019,8.02943659,0.31251291005,2,"POLYGON((37.74342706168807 -122.17991439140641, 37.74510916273012 -122.17883788529872, 37.74661789203453 -122.18009559824371, 37.74644449696004 -122.18242981702298, 37.744762395434016 -122.18350625428381, 37.74325368946615 -122.18224854161494))",82
220,892830983a7ffff,4.628608306,10.03726445,0.3722762139,2,"POLYGON((37.744762395434016 -122.18350625428381, 37.74644449696004 -122.18242981702298, 37.74795314978557 -122.18368756943036, 37.7477796777489 -122.18602175881354, 37.74609757574451 -122.18709812721866, 37.744588946254865 -122.18584037509898))",83
221,892830983abffff,3.3438356215,5.9357829445,0.2695464226,2,"POLYGON((37.745282480841674 -122.17650363714193, 37.74696455110348 -122.17542703335548, 37.74847330374302 -122.1766847465657, 37.74829996278531 -122.17901906329985, 37.74661789203453 -122.18009559824371, 37.74510916273012 -122.17883788529872))",84
222,892830983afffff,3.200000152,4.6599810155,0.24726728794999997,2,"POLYGON((37.74661789203453 -122.18009559824371, 37.74829996278531 -122.17901906329985, 37.74980863894532 -122.180276815984, 37.749635221019766 -122.1826111033379, 37.74795314978557 -122.18368756943036, 37.74644449696004 -122.18242981702298))",85
223,892830983b3ffff,3.057569375,6.988307659,0.3876765966,2,"POLYGON((37.74023614792254 -122.17973319547109, 37.74191827924679 -122.17865671819804, 37.74342706168807 -122.17991439140641, 37.74325368946615 -122.18224854161494, 37.74157155765738 -122.1833249500457, 37.74006279855472 -122.18206727711288))",86
224,892830983b7ffff,9.499999695,11.63369507,0.5785499434,2,"POLYGON((37.74157155765738 -122.1833249500457, 37.74325368946615 -122.18224854161494, 37.744762395434016 -122.18350625428381, 37.744588946254865 -122.18584037509898, 37.74290681396713 -122.18691671467857, 37.74139813133722 -122.18565900229683))",87
225,892830983bbffff,3.0492063805000003,6.234344501500001,0.2843133702,2,"POLYGON((37.7420915745107 -122.17632253861467, 37.743773675063224 -122.17524596366894, 37.745282480841674 -122.17650363714193, 37.74510916273012 -122.17883788529872, 37.74342706168807 -122.17991439140641, 37.74191827924679 -122.17865671819804))",88
226,892830983c3ffff,2.000000095,5.7355513975,0.22877037899999997,2,"POLYGON((37.73993930173422 -122.1621358941469, 37.74162136998443 -122.16105901507859, 37.74313042849371 -122.16231657029648, 37.74295739541475 -122.16465100436632, 37.74127532665328 -122.16572781462745, 37.73976629148172 -122.16447025962854))",89
227,892830983c7ffff,1.909091,6.15899992,0.2425117966,2,"POLYGON((37.74127532665328 -122.16572781462745, 37.74295739541475 -122.16465100436632, 37.74446637746386 -122.1659085990968, 37.74429326741411 -122.16824300386052, 37.74261119814694 -122.1693197453056, 37.74110223943491 -122.16806215080567))",90
